timestamp,value,metric_name,instance,job,slice
2025-06-25 06:56:54,0.0009109569999999,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 06:57:54,0.005016292,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 06:58:54,0.006313916,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 06:59:54,0.0113644129999999,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:00:54,0.012591205,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:01:54,0.01463879,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:02:54,0.022990623,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:03:54,0.025581835,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:04:54,0.032412625,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:05:54,0.034008706,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:06:54,0.036269247,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:07:54,0.039655418,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:08:54,0.042776958,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:09:54,0.052430919,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:10:54,0.061914166,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:11:54,0.0636715420000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:12:54,0.0658183390000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:13:54,0.0675292170000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:14:54,0.0696220490000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:15:54,0.0718228410000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:16:54,0.0763061340000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:17:54,0.0806739650000001,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:18:54,0.0869335460000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:19:54,0.0901932560000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:20:54,0.0942754230000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:21:54,0.0966234230000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:22:54,0.0996458850000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:23:54,0.1023171770000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:24:54,0.1027952600000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:25:54,0.1027952600000002,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:26:54,0.1062449270000003,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
2025-06-25 07:27:54,0.1092163460000003,prometheus_engine_query_duration_seconds_sum,localhost:9090,prometheus,inner_eval
