timestamp,value,metric_name,instance,job,namespace,pod,uid
2025-07-05 07:44:44,1751701484,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-4b4qt,073c3315-0a65-49dc-94a9-db7f7c24e3d1
2025-07-05 10:22:44,1751710958,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-4gflw,57019346-662b-4e1d-89eb-3906b6bcb02f
2025-07-05 11:38:44,1751715490,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-4lqt5,22cfd9c8-c99a-4b12-98e2-0f6d7e5d6093
2025-07-05 11:16:44,1751714207,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-5bn7x,2ef37e8f-db21-4a34-8ff2-7432af34318e
2025-07-05 12:30:44,1751718648,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-5vzcg,7e3a0844-774f-4686-b029-43b647424e83
2025-07-05 07:58:44,1751702325,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-5zcnz,2a3f4109-7050-4a1d-8ee4-649509788e00
2025-07-05 11:42:44,1751715776,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6hx8d,4f0f8c24-bc25-46bf-9ba2-4a867d02bc6e
2025-07-05 11:43:44,1751715776,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6hx8d,4f0f8c24-bc25-46bf-9ba2-4a867d02bc6e
2025-07-05 11:44:44,1751715776,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6hx8d,4f0f8c24-bc25-46bf-9ba2-4a867d02bc6e
2025-07-05 11:45:44,1751715776,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6hx8d,4f0f8c24-bc25-46bf-9ba2-4a867d02bc6e
2025-07-05 11:46:44,1751715776,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6hx8d,4f0f8c24-bc25-46bf-9ba2-4a867d02bc6e
2025-07-05 08:26:44,1751704006,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-6pwn4,7c14f5a1-e6b2-4af8-97d9-de9372d71e73
2025-07-05 09:39:44,1751708359,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-7jwq7,362c689b-9bad-47b1-bafa-e597da3cc010
2025-07-05 08:57:44,1751705867,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-85v5t,395f2d7f-5026-4c12-a650-f85534ca0da5
2025-07-05 10:51:44,1751712704,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-8p95f,2a2562e8-ac2f-4307-98c1-3dfc933931e7
2025-07-05 08:43:44,1751705027,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9dvh5,63b630eb-a75c-4690-a7c8-76f69b402c12
2025-07-05 11:49:44,1751716174,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9krzk,b7e63c8d-b4e4-432b-97e5-c67a2517133a
2025-07-05 11:50:44,1751716174,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9krzk,b7e63c8d-b4e4-432b-97e5-c67a2517133a
2025-07-05 11:51:44,1751716174,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9krzk,b7e63c8d-b4e4-432b-97e5-c67a2517133a
2025-07-05 11:52:44,1751716174,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9krzk,b7e63c8d-b4e4-432b-97e5-c67a2517133a
2025-07-05 11:53:44,1751716174,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9krzk,b7e63c8d-b4e4-432b-97e5-c67a2517133a
2025-07-05 10:15:44,1751710538,kube_pod_deletion_timestamp,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-9nkkz,8ecc6590-28a6-4e15-8edb-2af095f9f4e1
