timestamp,value,metric_name,instance,job,node,resource,unit
2025-07-05 17:32:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:33:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:34:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:35:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:36:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:37:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:38:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:39:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:40:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:41:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:42:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:43:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:44:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:45:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:46:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:47:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:48:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:49:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:50:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:51:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:52:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:53:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:54:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:55:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:56:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:57:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:58:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 17:59:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:00:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:01:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:02:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:03:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:04:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:05:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:06:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:07:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:08:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:09:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:10:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:11:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:12:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:13:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:14:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:15:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:16:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:17:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:18:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:19:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:20:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:21:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:22:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:23:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:24:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:25:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:26:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:27:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:28:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:29:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:30:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:31:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:32:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:33:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:34:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:35:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:36:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:37:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:38:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:39:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:40:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:41:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:42:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:43:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:44:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:45:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:46:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:47:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:48:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:49:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:50:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:51:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:52:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:53:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:54:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:58:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 18:59:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:00:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:01:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:02:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:03:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:04:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:05:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:06:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:07:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:08:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:09:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:10:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:11:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:12:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:13:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:14:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:15:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:16:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:17:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:18:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:19:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:20:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:21:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:22:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:23:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:24:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:25:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:26:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:27:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:28:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:29:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:30:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:31:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:32:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:33:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:34:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:35:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:36:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:37:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:41:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:42:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:43:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:44:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:45:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:58:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 19:59:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:00:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:01:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:02:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:13:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:14:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:15:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:16:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:17:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:22:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:23:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:24:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:25:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:26:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
2025-07-05 20:37:05,8,kube_node_status_allocatable,10.244.2.7:8080,prometheus.scrape.annotated_pods,desktop-control-plane,cpu,core
