timestamp,value,metric_name,container,container_id,image,image_id,image_spec,instance,job,namespace,pod,uid
2025-07-07 10:10:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:11:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:12:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:13:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:14:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:15:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:16:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:17:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:18:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
2025-07-07 10:19:11,1,kube_pod_container_info,adapter,containerd://9f5a533fec2406f40beaada845943f46c4617535d5cae78d058d03f258714357,docker.io/library/nimbusguard-dqn-adapter:latest,docker.io/library/nimbusguard-dqn-adapter@sha256:4af431885ce766e8f91fc3489dc789c48312c6b1694fec01c3a2ef48384e0c63,nimbusguard-dqn-adapter:latest,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-cbdb785d5-x678n,70ae6846-42bd-4d1c-8f9c-b503a501d3ef
