timestamp,value,metric_name,container,instance,job,namespace,pod,reason,uid
2025-07-05 18:06:05,1,kube_pod_container_status_waiting_reason,adapter,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,dqn-adapter-6ffd9f7978-b7x57,ContainerCreating,bd09ed5c-588a-4066-b62f-691b92e4d49a
2025-07-05 18:11:05,1,kube_pod_container_status_waiting_reason,adapter,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,dqn-adapter-678957bc9-h7cjf,ContainerCreating,d51030e0-a595-4df0-8783-57ff1e140bf6
2025-07-05 18:08:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-4bznp,CrashLoopBackOff,4b83ec54-f8a8-42d2-9b17-65071d72568e
2025-07-05 17:44:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:45:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:46:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:47:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:48:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:49:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
2025-07-05 17:50:05,1,kube_pod_container_status_waiting_reason,consumer,10.244.2.7:8080,prometheus.scrape.annotated_pods,nimbusguard,consumer-7d58789bb5-555k5,CrashLoopBackOff,74839ace-a55a-46cc-a331-c12f8142cbdd
