timestamp,value,metric_name,container,container_id,image,image_id,image_spec,instance,job,namespace,pod,uid
2025-07-13 17:25:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:26:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:27:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:25:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:26:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:27:48,1,kube_pod_container_info,adapter,containerd://00cf5c1045caf1b03b2346d1c1e9748e6d87532fbc9e986b6bd01ba056f10338,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:2ff8bece167d3a6751db6c9b0764e98b32a74568cb4bdd627f267eaf311b7989,nimbusguard-operator:latest,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,nimbusguard-operator-7795d8d886-5fgfs,26f4e604-8117-4b7a-8e2a-7e157c262acc
2025-07-13 17:30:48,1,kube_pod_container_info,adapter,containerd://b7b384471e5574f00760debc2df7527b8b221636dca69a134e4dd657d0ef4aa8,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:c3c1537532a5277f83cda70fb64e60fe648727329f3920b652e38070788b1eff,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-2lvfk,e5ec017a-4023-40b6-a2a7-22663c3195f4
2025-07-13 17:31:48,1,kube_pod_container_info,adapter,containerd://b7b384471e5574f00760debc2df7527b8b221636dca69a134e4dd657d0ef4aa8,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:c3c1537532a5277f83cda70fb64e60fe648727329f3920b652e38070788b1eff,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-2lvfk,e5ec017a-4023-40b6-a2a7-22663c3195f4
2025-07-13 17:30:48,1,kube_pod_container_info,adapter,containerd://b7b384471e5574f00760debc2df7527b8b221636dca69a134e4dd657d0ef4aa8,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:c3c1537532a5277f83cda70fb64e60fe648727329f3920b652e38070788b1eff,nimbusguard-operator:latest,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,nimbusguard-operator-7795d8d886-2lvfk,e5ec017a-4023-40b6-a2a7-22663c3195f4
2025-07-13 17:31:48,1,kube_pod_container_info,adapter,containerd://b7b384471e5574f00760debc2df7527b8b221636dca69a134e4dd657d0ef4aa8,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:c3c1537532a5277f83cda70fb64e60fe648727329f3920b652e38070788b1eff,nimbusguard-operator:latest,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,nimbusguard-operator-7795d8d886-2lvfk,e5ec017a-4023-40b6-a2a7-22663c3195f4
2025-07-13 17:32:48,1,kube_pod_container_info,adapter,containerd://cf4da74ff7748be3466425edfbe34fffda4c43a0da178a3430328ff1c95677c1,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:a1fb43955cfb1b8f36aad5e5297c6b7a16876c86e09342cb6c9ffb25f9510c9c,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-lvdh2,f6bf97a7-7332-452a-9c0c-2015e1ff55c7
2025-07-13 17:33:48,1,kube_pod_container_info,adapter,containerd://cf4da74ff7748be3466425edfbe34fffda4c43a0da178a3430328ff1c95677c1,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:a1fb43955cfb1b8f36aad5e5297c6b7a16876c86e09342cb6c9ffb25f9510c9c,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-lvdh2,f6bf97a7-7332-452a-9c0c-2015e1ff55c7
2025-07-13 17:34:48,1,kube_pod_container_info,adapter,containerd://cf4da74ff7748be3466425edfbe34fffda4c43a0da178a3430328ff1c95677c1,docker.io/library/nimbusguard-operator:latest,docker.io/library/nimbusguard-operator@sha256:a1fb43955cfb1b8f36aad5e5297c6b7a16876c86e09342cb6c9ffb25f9510c9c,nimbusguard-operator:latest,10.244.2.8:8080,prometheus.scrape.annotated_pods,nimbusguard,nimbusguard-operator-7795d8d886-lvdh2,f6bf97a7-7332-452a-9c0c-2015e1ff55c7
